action_taken,purchaser_type,loan_type,loan_purpose,lien_status,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,total_loan_costs,total_points_and_fees,origination_charges,discount_points,loan_term,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,co-applicant_ethnicity-1,applicant_race-1,co-applicant_race-1,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,aus-1,denial_reason-1,ltv_category,dti_category,loan_term_category
,0,1,2,2,25000.0,53.179,7.5,0.34,3375.45,0.0,874.75,300.0,300.0,295000,1,1,3,5,2,111.0,Missing,8,10,2.0,5.0,5.0,8.0,55-64,9999,No,No Co-Applicant,6,10,Low,Missing,Long
,0,1,4,2,35000.0,75.259,7.5,0.28,3375.45,0.0,874.75,300.0,300.0,315000,1,1,3,5,1,145.0,Missing,8,9,2.0,2.0,5.0,5.0,55-64,55-64,No,No,6,10,Low,Missing,Long
,0,1,2,1,155000.0,66.667,7.5,0.28,3375.45,0.0,874.75,300.0,300.0,225000,1,1,3,5,1,121.0,Missing,9,8,2.0,2.0,5.0,5.0,35-44,35-44,No,No,6,10,Low,Missing,Long
,0,1,4,2,65000.0,88.392,15.0,3.0,0.0,0.0,0.0,0.0,120.0,155000,1,1,3,5,1,104.0,Missing,9,8,2.0,3.0,5.0,5.0,35-44,25-34,No,No,6,4,Medium,Missing,Short
,0,1,4,2,55000.0,77.238,7.5,2.02,110.0,0.0,0.0,300.0,120.0,235000,1,1,3,5,1,255.0,Missing,9,8,2.0,2.0,5.0,5.0,35-44,45-54,No,No,6,10,Low,Missing,Short
,0,1,4,2,55000.0,60.5,15.0,3.0,0.0,0.0,0.0,0.0,60.0,205000,1,2,3,5,1,80.0,42.0,8,10,3.0,5.0,6.0,8.0,45-54,9999,No,No Co-Applicant,6,4,Low,30-50,Short
,0,1,2,2,75000.0,74.712,7.75,2.22,3375.45,0.0,874.75,300.0,180.0,285000,1,1,3,5,1,129.0,44.0,9,8,2.0,2.0,5.0,5.0,45-54,35-44,No,No,6,10,Low,30-50,Short
,0,1,2,2,45000.0,81.638,15.0,3.0,0.0,0.0,0.0,0.0,300.0,135000,1,1,3,5,1,47.0,Missing,8,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,6,1,Medium,Missing,Long
,0,1,4,2,305000.0,,15.0,3.0,0.0,0.0,0.0,0.0,180.0,285000,1,1,3,5,1,71.0,Missing,9,8,2.0,2.0,21.0,5.0,25-34,25-34,No,No,6,4,High,Missing,Short
,0,1,4,2,25000.0,86.463,15.0,3.0,0.0,0.0,0.0,0.0,60.0,405000,1,1,3,5,1,132.0,49.0,8,10,3.0,5.0,6.0,8.0,35-44,9999,No,No Co-Applicant,6,7,Medium,30-50,Short
,0,1,2,2,35000.0,61.34,7.5,0.3,3375.45,0.0,874.75,300.0,300.0,455000,1,1,3,5,1,97.0,Missing,8,9,2.0,2.0,5.0,5.0,25-34,25-34,No,No,6,10,Low,Missing,Long
,0,1,4,2,305000.0,,15.0,3.0,0.0,0.0,0.0,0.0,360.0,495000,1,1,3,5,1,128.0,Missing,9,8,2.0,2.0,5.0,5.0,25-34,25-34,No,No,6,4,High,Missing,Long
,0,1,4,2,25000.0,88.159,15.0,3.0,0.0,0.0,0.0,0.0,360.0,95000,1,1,3,5,1,124.0,44.0,8,9,3.0,3.0,6.0,6.0,35-44,45-54,No,No,6,4,Medium,30-50,Long
,0,1,2,2,15000.0,55.0,15.0,3.0,0.0,0.0,0.0,0.0,60.0,145000,1,1,3,5,1,46.0,Missing,8,10,3.0,5.0,6.0,8.0,65-74,9999,Yes,No Co-Applicant,6,4,Low,Missing,Short
,0,1,2,2,35000.0,52.096,15.0,3.0,0.0,0.0,0.0,0.0,300.0,305000,1,1,3,5,1,108.0,Missing,8,10,3.0,5.0,6.0,8.0,55-64,9999,No,No Co-Applicant,6,7,Low,Missing,Long
,0,1,2,1,55000.0,15.198,7.5,0.34,3375.45,0.0,874.75,300.0,300.0,325000,1,1,3,5,1,186.0,Missing,8,9,2.0,2.0,5.0,5.0,55-64,45-54,No,No,6,10,Low,Missing,Long
,0,1,4,2,45000.0,99.992,7.75,0.47,3375.45,0.0,874.75,300.0,300.0,345000,1,1,3,5,1,126.0,Missing,8,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,6,10,High,Missing,Long
,0,1,2,2,75000.0,84.941,7.5,-0.01,3375.45,0.0,874.75,300.0,300.0,485000,1,1,3,5,1,228.0,37.0,9,8,2.0,2.0,5.0,5.0,45-54,55-64,No,No,6,10,Medium,30-50,Long
,0,1,4,2,75000.0,,15.0,3.0,0.0,0.0,0.0,0.0,60.0,55000,1,1,3,5,1,119.0,Missing,8,10,3.0,5.0,6.0,8.0,25-34,9999,No,No Co-Applicant,6,4,High,Missing,Short
,0,1,31,2,25000.0,12.174,6.75,1.17,3375.45,0.0,874.75,300.0,60.0,355000,1,1,3,5,1,154.0,Missing,9,8,2.0,1.0,5.0,6.0,65-74,55-64,Yes,No,6,10,Low,Missing,Short
,0,1,31,2,75000.0,,15.0,3.0,0.0,0.0,0.0,0.0,180.0,85000,1,1,3,5,1,57.0,Missing,8,9,3.0,3.0,5.0,5.0,55-64,55-64,No,No,6,4,High,Missing,Short
,0,1,4,1,15000.0,15.0,9.0,1.78,3375.45,0.0,874.75,300.0,300.0,105000,1,1,3,5,1,127.0,Missing,8,10,3.0,5.0,1.0,8.0,35-44,9999,No,No Co-Applicant,6,10,Low,Missing,Long
,0,1,4,2,35000.0,89.231,15.0,3.0,0.0,0.0,0.0,0.0,180.0,325000,1,1,3,5,1,114.0,41.0,8,9,2.0,2.0,5.0,5.0,35-44,35-44,No,No,6,4,Medium,30-50,Short
,0,1,4,2,105000.0,73.499,7.5,0.21,3375.45,0.0,874.75,300.0,300.0,335000,1,1,3,5,1,96.0,Missing,8,10,2.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,6,10,Low,Missing,Long
,0,1,31,2,125000.0,94.94,9.0,3.47,435.0,0.0,0.0,300.0,180.0,285000,1,1,3,5,1,95.0,Missing,8,10,2.0,5.0,4.0,8.0,55-64,9999,No,No Co-Applicant,6,10,High,Missing,Short
,0,1,31,1,155000.0,74.877,10.5,3.3,3375.45,0.0,874.75,300.0,300.0,205000,1,1,3,5,1,72.0,Missing,8,10,2.0,5.0,6.0,8.0,45-54,9999,No,No Co-Applicant,6,10,Low,Missing,Long
,0,1,31,1,65000.0,29.901,15.0,3.0,0.0,0.0,0.0,0.0,300.0,205000,1,1,3,5,1,19.0,37.0,8,10,2.0,5.0,5.0,8.0,>74,9999,Yes,No Co-Applicant,6,1,Low,30-50,Long
,0,1,4,2,25000.0,73.004,15.0,3.0,0.0,0.0,0.0,0.0,120.0,85000,1,1,3,5,1,96.0,Missing,8,10,2.0,5.0,3.0,8.0,65-74,9999,Yes,No Co-Applicant,6,3,Low,Missing,Short
,0,1,1,2,195000.0,70.0,7.5,0.06,3375.45,0.0,874.75,300.0,300.0,275000,1,1,3,5,1,66.0,Missing,8,10,2.0,5.0,5.0,8.0,>74,9999,Yes,No Co-Applicant,6,10,Low,Missing,Long
,0,1,4,2,45000.0,43.513,7.5,2.18,505.0,0.0,0.0,300.0,120.0,255000,1,1,3,5,1,90.0,Missing,8,10,2.0,5.0,5.0,8.0,65-74,9999,Yes,No Co-Applicant,6,10,Low,Missing,Short
,0,1,4,2,45000.0,82.498,7.75,0.24,3375.45,0.0,874.75,300.0,300.0,355000,1,1,3,5,1,108.0,37.0,9,8,2.0,2.0,5.0,5.0,35-44,25-34,No,No,6,10,Medium,30-50,Long
,0,1,4,2,65000.0,84.837,7.75,1.84,190.0,0.0,0.0,300.0,180.0,185000,1,1,3,5,1,90.0,Missing,9,8,2.0,2.0,5.0,5.0,25-34,35-44,No,No,6,10,Medium,Missing,Short
,0,1,2,2,65000.0,73.692,7.5,0.28,3375.45,0.0,874.75,300.0,300.0,545000,1,1,3,5,1,182.0,Missing,8,10,2.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,6,10,Low,Missing,Long
,0,1,2,2,35000.0,75.0,15.0,3.0,0.0,0.0,0.0,0.0,120.0,205000,1,1,3,5,1,75.0,Missing,8,10,2.0,5.0,5.0,8.0,<25,9999,No,No Co-Applicant,6,9,Low,Missing,Short
,0,1,4,2,25000.0,81.699,6.75,1.25,510.0,0.0,0.0,300.0,60.0,135000,1,1,3,5,1,65.0,Missing,8,9,3.0,3.0,6.0,6.0,>74,45-54,Yes,No,6,10,Medium,Missing,Short
,0,1,4,2,25000.0,42.533,10.5,3.06,3375.45,0.0,874.75,300.0,300.0,175000,1,1,3,5,1,61.0,42.0,8,10,3.0,5.0,3.0,8.0,45-54,9999,No,No Co-Applicant,6,10,Low,30-50,Long
,0,1,2,2,55000.0,79.709,7.5,0.3,3375.45,0.0,874.75,300.0,300.0,215000,1,1,3,5,1,60.0,Missing,8,10,2.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,6,10,Low,Missing,Long
,0,1,2,2,15000.0,50.795,6.75,1.2,110.0,0.0,0.0,300.0,60.0,165000,1,1,3,5,1,21.0,38.0,8,10,2.0,5.0,5.0,8.0,>74,9999,Yes,No Co-Applicant,6,10,Low,30-50,Short
,0,1,2,2,55000.0,82.202,13.0,5.82,3375.45,0.0,874.75,300.0,300.0,285000,1,1,3,5,1,142.0,41.0,8,10,2.0,5.0,5.0,8.0,55-64,9999,No,No Co-Applicant,6,10,Medium,30-50,Long
,0,1,2,2,35000.0,71.43,7.5,1.99,110.0,0.0,0.0,300.0,120.0,305000,1,1,3,5,1,93.0,Missing,8,9,2.0,2.0,5.0,5.0,35-44,35-44,No,No,6,10,Low,Missing,Short
,0,1,1,2,5000.0,60.849,15.0,3.0,0.0,0.0,0.0,0.0,360.0,445000,1,1,3,5,1,90.0,41.0,8,9,2.0,1.0,5.0,5.0,35-44,45-54,No,No,6,7,Low,30-50,Long
,0,1,2,2,25000.0,68.009,15.0,3.0,0.0,0.0,0.0,0.0,120.0,145000,1,1,3,5,1,6.0,Missing,8,10,3.0,5.0,6.0,8.0,55-64,9999,No,No Co-Applicant,6,1,Low,Missing,Short
,0,1,1,2,65000.0,69.743,9.0,1.78,3375.45,0.0,874.75,300.0,300.0,255000,1,1,3,5,1,157.0,Missing,9,8,2.0,3.0,5.0,6.0,55-64,55-64,Yes,No,6,10,Low,Missing,Long
,0,1,2,2,155000.0,80.63,7.5,0.25,3375.45,0.0,874.75,300.0,300.0,315000,1,1,3,5,1,94.0,37.0,8,10,1.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,6,10,Medium,30-50,Long
,0,1,4,2,55000.0,75.785,15.0,3.0,0.0,0.0,0.0,0.0,120.0,205000,1,1,3,5,1,100.0,Missing,8,10,2.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,6,4,Low,Missing,Short
,0,1,31,2,45000.0,91.569,15.0,3.0,0.0,0.0,0.0,0.0,180.0,135000,1,2,3,5,1,54.0,Missing,8,10,3.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,6,7,High,Missing,Short
,0,1,4,2,25000.0,80.625,15.0,3.0,0.0,0.0,0.0,0.0,300.0,215000,1,1,3,5,1,11.0,Missing,8,10,2.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,6,1,Medium,Missing,Long
,0,1,2,2,65000.0,88.237,10.5,3.28,3375.45,0.0,874.75,300.0,300.0,415000,1,1,3,5,1,156.0,Missing,8,9,2.0,2.0,3.0,3.0,35-44,35-44,No,No,6,10,Medium,Missing,Long
,0,1,4,2,25000.0,65.93,7.5,2.06,110.0,0.0,0.0,300.0,120.0,235000,1,1,3,5,1,80.0,40.0,8,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,6,10,Low,30-50,Short
,0,1,2,2,85000.0,59.523,15.0,3.0,0.0,0.0,0.0,0.0,120.0,275000,1,3,3,5,1,72.0,Missing,8,10,1.0,5.0,1.0,8.0,35-44,9999,No,No Co-Applicant,6,7,Low,Missing,Short
,0,1,2,2,25000.0,62.238,10.5,3.34,3375.45,0.0,874.75,300.0,300.0,255000,1,1,3,5,1,65.0,Missing,8,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,6,10,Low,Missing,Long
,0,1,4,2,25000.0,80.505,15.0,3.0,0.0,0.0,0.0,0.0,120.0,215000,1,1,3,5,1,96.0,40.0,8,10,2.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,6,4,Medium,30-50,Short
,0,1,4,2,5000.0,84.563,15.0,3.0,0.0,0.0,0.0,0.0,180.0,105000,1,1,3,5,1,78.0,Missing,8,9,2.0,2.0,5.0,5.0,35-44,25-34,No,No,6,3,Medium,Missing,Short
,0,1,2,2,5000.0,10.909,15.0,3.0,0.0,0.0,0.0,0.0,60.0,55000,1,3,3,5,1,54.0,36.0,8,10,2.0,5.0,6.0,8.0,25-34,9999,No,No Co-Applicant,6,4,Low,30-50,Short
,0,1,4,2,85000.0,80.722,15.0,3.0,0.0,0.0,0.0,0.0,180.0,505000,1,1,3,5,1,86.0,Missing,8,9,2.0,2.0,5.0,5.0,25-34,25-34,No,No,6,4,Medium,Missing,Short
,0,1,4,2,85000.0,96.377,15.0,3.0,0.0,0.0,0.0,0.0,360.0,205000,1,1,3,5,1,90.0,40.0,8,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,6,4,High,30-50,Long
,0,1,4,2,255000.0,93.333,15.0,3.0,0.0,0.0,0.0,0.0,300.0,975000,1,1,3,5,1,251.0,Missing,8,9,2.0,2.0,5.0,5.0,45-54,45-54,No,No,6,7,High,Missing,Long
,0,1,2,2,105000.0,62.5,15.0,3.0,0.0,0.0,0.0,0.0,360.0,165000,1,3,3,5,1,136.0,36.0,9,8,2.0,2.0,5.0,5.0,25-34,25-34,No,No,6,9,Low,30-50,Long
,0,1,2,2,25000.0,63.773,7.75,1.74,110.0,0.0,0.0,300.0,180.0,315000,1,1,3,5,1,128.0,Missing,8,8,2.0,2.0,5.0,5.0,45-54,45-54,No,No,6,10,Low,Missing,Short
,0,1,4,2,105000.0,98.286,15.0,3.0,0.0,0.0,0.0,0.0,360.0,175000,1,1,3,5,1,89.0,Missing,8,10,3.0,5.0,6.0,8.0,35-44,9999,No,No Co-Applicant,6,4,High,Missing,Long
,0,1,4,2,95000.0,93.696,15.0,3.0,0.0,0.0,0.0,0.0,180.0,565000,1,1,3,5,1,156.0,Missing,9,8,2.0,2.0,3.0,3.0,55-64,45-54,No,No,6,4,High,Missing,Short
,0,1,31,2,65000.0,80.96,7.75,0.5,3375.45,0.0,874.75,300.0,300.0,205000,1,1,3,5,1,54.0,40.0,8,10,2.0,5.0,5.0,8.0,55-64,9999,No,No Co-Applicant,6,10,Medium,30-50,Long
,0,1,4,2,45000.0,26.643,15.0,3.0,0.0,0.0,0.0,0.0,360.0,165000,1,1,3,5,1,56.0,44.0,9,8,2.0,2.0,5.0,5.0,65-74,65-74,Yes,Yes,6,7,Low,30-50,Long
,0,1,2,2,45000.0,61.185,9.25,2.12,3375.45,0.0,874.75,300.0,300.0,245000,1,1,3,5,1,38.0,40.0,8,10,2.0,5.0,5.0,8.0,55-64,9999,Yes,No Co-Applicant,6,10,Low,30-50,Long
,0,1,2,2,85000.0,78.736,7.75,1.96,110.0,0.0,0.0,300.0,180.0,305000,1,1,3,5,1,104.0,Missing,9,8,2.0,2.0,5.0,5.0,65-74,55-64,Yes,Yes,6,10,Low,Missing,Short
,0,1,2,2,45000.0,84.188,15.0,3.0,0.0,0.0,0.0,0.0,180.0,175000,1,1,3,5,1,43.0,Missing,8,10,2.0,5.0,6.0,8.0,45-54,9999,No,No Co-Applicant,6,1,Medium,Missing,Short
,0,1,31,2,25000.0,65.024,8.81,3.49,110.0,0.0,0.0,300.0,120.0,165000,1,1,3,5,1,46.0,Missing,8,10,14.0,5.0,3.0,8.0,65-74,9999,Yes,No Co-Applicant,6,10,Low,Missing,Short
,0,1,2,2,175000.0,93.13,15.0,3.0,0.0,0.0,0.0,0.0,300.0,255000,1,1,3,5,1,121.0,38.0,8,10,2.0,5.0,5.0,8.0,>74,9999,Yes,No Co-Applicant,6,9,High,30-50,Long
,0,1,4,2,115000.0,94.813,8.75,2.84,110.0,0.0,0.0,300.0,180.0,385000,1,1,3,5,1,194.0,Missing,9,8,2.0,2.0,5.0,5.0,25-34,25-34,No,No,6,10,High,Missing,Short
,0,1,4,2,45000.0,67.34,10.5,3.37,3375.45,0.0,874.75,300.0,300.0,305000,1,1,3,5,1,229.0,Missing,8,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,6,10,Low,Missing,Long
,0,1,2,2,105000.0,40.816,15.0,3.0,0.0,0.0,0.0,0.0,300.0,245000,1,1,3,5,1,112.0,Missing,9,8,2.0,2.0,5.0,5.0,45-54,35-44,No,No,6,7,Low,Missing,Long
,0,1,2,2,85000.0,84.714,15.0,3.0,0.0,0.0,0.0,0.0,300.0,355000,1,1,3,5,1,87.0,Missing,8,10,2.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,6,1,Medium,Missing,Long
,0,1,31,2,45000.0,94.048,15.0,3.0,0.0,0.0,0.0,0.0,300.0,205000,1,1,3,5,1,100.0,Missing,9,10,4.0,5.0,7.0,8.0,8888,9999,Unknown,No Co-Applicant,6,3,High,Missing,Long
,0,1,4,2,55000.0,83.711,15.0,3.0,0.0,0.0,0.0,0.0,360.0,605000,1,1,3,5,1,179.0,Missing,8,9,2.0,2.0,3.0,6.0,35-44,35-44,No,No,6,3,Medium,Missing,Long
,0,1,4,2,75000.0,96.411,15.0,3.0,0.0,0.0,0.0,0.0,120.0,305000,1,1,3,5,1,133.0,Missing,8,10,2.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,6,9,High,Missing,Short
,0,1,2,2,25000.0,10.0,15.0,3.0,0.0,0.0,0.0,0.0,180.0,255000,1,1,3,5,1,114.0,Missing,8,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,6,4,Low,Missing,Short
,0,1,31,1,105000.0,24.419,7.5,0.3,3375.45,0.0,874.75,300.0,300.0,435000,1,1,3,5,1,88.0,Missing,8,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,6,10,Low,Missing,Long
,0,1,4,2,25000.0,42.877,6.75,1.2,110.0,0.0,0.0,300.0,60.0,105000,1,1,3,5,1,48.0,43.0,8,10,2.0,5.0,5.0,8.0,55-64,9999,No,No Co-Applicant,6,10,Low,30-50,Short
,0,1,31,2,125000.0,76.019,9.0,1.49,3375.45,0.0,874.75,300.0,300.0,445000,1,1,3,5,1,101.0,39.0,9,8,1.0,1.0,6.0,6.0,45-54,45-54,No,No,6,10,Low,30-50,Long
,0,1,2,2,35000.0,84.431,15.0,3.0,0.0,0.0,0.0,0.0,300.0,145000,1,1,3,5,1,45.0,42.0,8,10,2.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,6,1,Medium,30-50,Long
,0,1,4,2,155000.0,62.714,7.5,0.28,3375.45,0.0,874.75,300.0,300.0,315000,1,1,3,5,1,67.0,Missing,8,10,2.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,6,10,Low,Missing,Long
,0,1,31,2,35000.0,77.741,7.75,1.96,3375.45,0.0,874.75,300.0,180.0,475000,1,1,3,5,1,90.0,41.0,8,10,2.0,5.0,3.0,8.0,25-34,9999,No,No Co-Applicant,6,10,Low,30-50,Short
,0,1,4,2,25000.0,80.754,7.75,0.57,3375.45,0.0,874.75,300.0,300.0,325000,1,1,3,5,1,116.0,41.0,8,9,2.0,2.0,6.0,1.0,25-34,25-34,No,No,6,10,Medium,30-50,Long
,0,1,4,2,275000.0,93.27,15.0,3.0,0.0,0.0,0.0,0.0,300.0,805000,1,1,3,5,1,212.0,Missing,8,10,2.0,5.0,5.0,8.0,65-74,9999,Yes,No Co-Applicant,6,3,High,Missing,Long
,0,1,2,2,25000.0,36.353,6.75,1.01,110.0,0.0,0.0,300.0,60.0,165000,1,1,3,5,1,40.0,43.0,8,10,2.0,5.0,5.0,8.0,65-74,9999,Yes,No Co-Applicant,6,10,Low,30-50,Short
,0,1,2,2,205000.0,69.2,6.25,-1.03,3375.45,0.0,874.75,300.0,300.0,505000,1,1,3,5,1,136.0,40.0,8,9,2.0,2.0,5.0,5.0,35-44,45-54,No,No,6,10,Low,30-50,Long
,0,1,2,2,35000.0,56.569,15.0,3.0,0.0,0.0,0.0,0.0,360.0,195000,1,1,3,5,1,85.0,39.0,8,10,2.0,5.0,5.0,8.0,65-74,9999,Yes,No Co-Applicant,6,7,Low,30-50,Long
,0,1,4,2,135000.0,65.938,15.0,3.0,0.0,0.0,0.0,0.0,300.0,255000,1,1,3,5,1,80.0,Missing,8,9,2.0,1.0,3.0,3.0,>74,>74,Yes,Yes,6,1,Low,Missing,Long
,0,1,4,2,115000.0,96.725,8.75,3.24,435.0,0.0,0.0,300.0,120.0,445000,1,1,3,5,1,133.0,Missing,9,8,2.0,2.0,5.0,5.0,25-34,25-34,No,No,6,10,High,Missing,Short
,0,1,2,2,55000.0,81.222,15.0,3.0,0.0,0.0,0.0,0.0,300.0,305000,1,1,3,5,1,47.0,Missing,8,10,2.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,6,1,Medium,Missing,Long
,0,1,31,2,45000.0,90.907,8.9,3.42,110.0,0.0,0.0,300.0,120.0,245000,1,1,3,5,1,68.0,37.0,8,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,6,10,High,30-50,Short
,0,1,2,2,95000.0,94.989,9.0,1.78,3375.45,0.0,874.75,300.0,300.0,355000,1,1,3,5,1,123.0,41.0,9,8,2.0,1.0,3.0,6.0,35-44,25-34,No,No,6,10,High,30-50,Long
,0,1,2,2,115000.0,91.076,8.75,3.48,110.0,0.0,0.0,300.0,180.0,455000,1,1,3,5,1,183.0,Missing,8,9,2.0,2.0,5.0,5.0,45-54,45-54,No,No,6,10,High,Missing,Short
,0,1,2,2,85000.0,95.634,15.0,3.0,0.0,0.0,0.0,0.0,360.0,145000,1,1,3,5,1,52.0,Missing,8,10,2.0,5.0,3.0,8.0,55-64,9999,No,No Co-Applicant,6,7,High,Missing,Long
,0,1,4,2,105000.0,82.555,9.0,1.84,3375.45,0.0,874.75,300.0,300.0,365000,1,1,3,5,1,136.0,38.0,8,9,2.0,2.0,5.0,5.0,45-54,45-54,No,No,6,10,Medium,30-50,Long
,0,1,4,2,55000.0,,15.0,3.0,0.0,0.0,0.0,0.0,360.0,Missing,1,1,3,5,1,85.0,Missing,8,10,3.0,5.0,6.0,8.0,25-34,9999,No,No Co-Applicant,6,7,High,Missing,Long
,0,1,31,2,65000.0,34.595,15.0,3.0,0.0,0.0,0.0,0.0,360.0,185000,1,1,3,5,1,48.0,Missing,8,10,2.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,6,3,Low,Missing,Long
,0,1,2,1,25000.0,10.0,15.0,3.0,0.0,0.0,0.0,0.0,300.0,255000,1,1,3,5,1,89.0,Missing,8,10,2.0,5.0,5.0,8.0,65-74,9999,Yes,No Co-Applicant,6,3,Low,Missing,Long
,0,1,4,2,25000.0,88.076,15.0,3.0,0.0,0.0,0.0,0.0,180.0,295000,1,1,3,5,1,161.0,Missing,8,9,2.0,2.0,5.0,5.0,35-44,45-54,No,No,6,3,Medium,Missing,Short
,0,1,2,2,55000.0,71.268,7.5,0.827,3375.45,0.0,874.75,300.0,300.0,215000,1,1,3,5,1,134.0,Missing,8,10,2.0,5.0,3.0,8.0,55-64,9999,No,No Co-Applicant,6,10,Low,Missing,Long
,0,1,31,2,35000.0,26.03,7.5,2.21,110.0,0.0,0.0,300.0,120.0,285000,1,1,3,5,1,56.0,Missing,8,10,2.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,6,10,Low,Missing,Short
,0,1,31,2,65000.0,49.478,15.0,3.0,0.0,0.0,0.0,0.0,120.0,435000,1,1,3,5,1,313.0,Missing,9,8,14.0,14.0,5.0,5.0,45-54,45-54,No,No,6,7,Low,Missing,Short
,0,1,2,2,35000.0,42.963,7.75,2.09,110.0,0.0,0.0,300.0,180.0,235000,1,1,3,5,1,91.0,Missing,8,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,6,10,Low,Missing,Short
,0,1,4,2,165000.0,80.043,7.5,0.32,3375.45,0.0,874.75,300.0,300.0,615000,1,1,3,5,1,252.0,37.0,9,8,2.0,2.0,5.0,5.0,55-64,25-34,No,No,6,10,Medium,30-50,Long
,0,1,2,2,25000.0,63.312,7.5,-0.13,3375.45,0.0,874.75,300.0,300.0,145000,1,1,3,5,1,45.0,Missing,8,10,2.0,5.0,5.0,8.0,55-64,9999,No,No Co-Applicant,6,10,Low,Missing,Long
,0,1,2,2,65000.0,84.722,15.0,3.0,0.0,0.0,0.0,0.0,300.0,185000,1,1,3,5,1,66.0,Missing,8,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,6,9,Medium,Missing,Long
,0,1,1,2,75000.0,92.973,9.0,1.56,3375.45,0.0,874.75,300.0,300.0,225000,1,1,3,5,1,107.0,Missing,8,10,2.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,6,10,High,Missing,Long
,0,1,4,2,55000.0,45.132,15.0,3.0,0.0,0.0,0.0,0.0,120.0,655000,1,1,3,5,1,51.0,Missing,8,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,6,9,Low,Missing,Short
,0,1,2,2,45000.0,52.362,6.75,1.17,3375.45,0.0,874.75,300.0,60.0,365000,1,1,3,5,1,113.0,Missing,9,8,2.0,2.0,5.0,5.0,55-64,65-74,No,Yes,6,10,Low,Missing,Short
,0,1,31,2,105000.0,17.241,15.0,3.0,0.0,0.0,0.0,0.0,60.0,585000,1,1,3,5,1,95.0,Missing,8,10,1.0,5.0,5.0,8.0,55-64,9999,No,No Co-Applicant,6,4,Low,Missing,Short
,0,1,4,2,55000.0,71.058,15.0,3.0,0.0,0.0,0.0,0.0,300.0,205000,1,1,3,5,1,29.0,Missing,8,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,6,1,Low,Missing,Long
,0,1,2,2,65000.0,84.345,7.5,0.14,3375.45,0.0,874.75,300.0,300.0,255000,1,1,3,5,1,96.0,38.0,8,10,1.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,6,10,Medium,30-50,Long
,0,1,2,2,75000.0,27.857,15.0,3.0,0.0,0.0,0.0,0.0,180.0,285000,1,1,3,5,1,133.0,39.0,8,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,6,7,Low,30-50,Short
,0,1,2,2,25000.0,58.645,7.5,0.06,3375.45,0.0,874.75,300.0,300.0,165000,1,1,3,5,1,53.0,41.0,8,10,2.0,5.0,5.0,8.0,65-74,9999,Yes,No Co-Applicant,6,10,Low,30-50,Long
,0,1,2,2,35000.0,79.192,15.0,3.0,0.0,0.0,0.0,0.0,300.0,285000,1,1,3,5,1,121.0,49.0,8,9,2.0,2.0,3.0,3.0,>74,>74,Yes,Yes,6,1,Low,30-50,Long
,0,1,4,2,15000.0,,15.0,3.0,0.0,0.0,0.0,0.0,300.0,75000,1,1,3,5,1,56.0,Missing,8,10,2.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,6,3,High,Missing,Long
